iteration,best_train_avg_makespan
559,1074.06
560,1118.48
561,1086.08
562,1104.3
563,1086.54
564,1090.88
565,1080.4
566,1082.6
567,1094.24
568,1090.32
569,1083.4
570,1119.3
571,1108.86
572,1085.46
573,1140.36
574,1107.84
575,1081.52
576,1109.9
577,1071.08
578,1077.34
579,1131.58
580,1037.62
581,1082.66
582,1060.38
583,1122.44
584,1089.24
585,1105.18
586,1088.18
587,1126.62
588,1128.24
589,1052.62
590,1080.9
591,1073.2
592,1095.6
593,1058.02
594,1071.72
595,1086.3
596,1094.26
597,1111.18
598,1124.36
599,1077.1
600,1050.6
601,1117.32
602,1079.02
603,1104.5
604,1053.62
605,1077.54
606,1064.58
607,1080.38
608,1096.84
609,1096.4
610,1081.74
611,1125.34
612,1053.3
613,1097.06
614,1117.32
615,1027.5
616,1064
617,1110.24
618,1091.16
619,1067.36
620,1083.64
621,1086.08
622,1057.02
623,1128
624,1028.78
625,1101.9
626,1104.38
627,1019.86
628,1075.76
629,1075.66
630,1054.92
631,1093.34
632,1065.7
633,1067.06
634,1085.22
635,1065.26
636,1077.1
637,1051.5
638,1060.4
639,1079.54
640,1099.98
641,1055.94
642,1057.38
643,1092.64
644,1078.3
645,1114.72
646,1077.5
647,1089.22
648,1093.84
649,1088.62
650,1117.56
651,1079.18
652,1060.56
653,1054.98
654,1082.86
655,1092.82
656,1077
657,1094.22
658,1117.18
659,1103.82
660,1086.82
661,1094.66
662,1142.86
663,1089.46
664,1087.68
665,1102.92
666,1104.02
667,1072.22
668,1071.08
669,1032.28
670,1082.1
671,1102.18
672,1060.14
673,1041.42
674,1095.92
675,1154.94
676,1108.76
677,1106.42
678,1092.86
679,1114
680,1138.9
681,1049.08
682,1037.94
683,1074.3
684,1090.84
685,1119.54
686,1067.28
687,1074.34
688,1061.98
689,1062.38
690,1068.56
691,1040.64
692,1078.4
693,1092.72
694,1064.06
695,1058.66
696,1097.9
697,1060.6
698,1108.82
699,1100.12
700,1037.08
701,1047.88
702,1123.06
703,1086.46
704,1050.92
705,1080.46
706,1118.78
707,1147.16
708,1070.44
709,1123.02
710,1065.2
711,1054.52
712,1074.32
713,1071.24
714,1074.52
715,1064.78
716,1073.8
717,1098.92
718,1118.06
719,1088.16
720,1105.3
721,1073.46
722,1045.56
723,1044.34
724,1112.5
725,1101.94
726,1040.62
727,1136.02
728,1041.34
729,1061.42
730,1090.28
731,1086.84
732,1134.2
733,1090.04
734,1044.26
735,1077.22
736,1104.74
737,1096.6
738,1040.8
739,1096.06
740,1051.44
741,1102.08
742,1097.76
743,1108.78
744,1081.02
745,1107.04
746,1107.42
747,1082.3
748,1102.1
749,1025.2
750,1090.92
751,1107.16
752,1117.02
753,1089.14
754,1083
755,1089.58
756,1062.22
757,1043.72
758,1086.78
759,1096.22
760,998.74
761,1091.52
762,1069.1
763,1120.04
764,1094.36
765,1088.64
766,1084.48
767,1057.44
768,1103.18
769,1125.96
770,1042.8
771,1080.28
772,1053.3
773,1055.84
774,1076.06
775,1060
776,1069.18
777,1090.3
778,1095.9
779,1085.66
780,1113.24
781,1072.1
782,1068.24
783,1105.56
784,1049.5
785,1070.5
786,1088.06
787,1067.62
788,1042.56
789,1139.2
790,1113.3
791,1077.34
792,1076.22
793,1142.32
794,1042.3
795,1071.58
796,1095.88
797,1073.94
798,1082.44
799,1061.38
800,1090.08
801,1078.68
802,1102.48
803,1107.54
804,1097.38
805,1160.1
806,1090.42
807,1081.46
808,1079.6
809,1081.18
810,1065.58
811,1044.64
812,1096.26
813,1095.54
814,1102.1
815,1143.88
816,1036.66
817,1045.56
818,1071.06
819,1091.54
820,1082.08
821,1083.2
822,1087.42
823,1076.64
824,1061.92
825,1055.6
826,1086.46
827,1106.9
828,1096.82
829,1102.38
830,1069.08
831,1140.58
832,1070.72
833,1020.8
834,1056.68
835,1069.94
836,1095.32
837,1080.32
838,1065.32
839,1067.42
840,1084.78
841,1090.32
842,1088.54
843,1068.24
844,1083.76
845,1071.68
846,1095.5
847,1100.42
848,1087.34
849,1116.4
850,1089.32
851,1069.5
852,1070.74
853,1138.48
854,1098.58
855,1064.4
856,1122.82
857,1095.9
858,1032.26
859,1118.28
860,1108.84
861,1091.06
862,1074.12
863,1058.48
864,1094.78
865,1138.54
866,1092.94
867,1100.2
868,1035.6
869,1082.64
870,1109.92
871,1105.58
872,1116.84
873,1068.8
874,1020.34
875,1069.9
876,1048.4
877,1060.62
878,1086.32
879,1050.36
880,1091.42
881,1070.26
882,1080.56
883,1069.12
884,1091.8
885,1079.14
886,1099.9
887,1080.94
888,1089.28
889,1084.54
890,1106.56
891,1104.58
892,1077.62
893,1048.4
894,1103.1
895,1089.2
896,1103.94
897,1102.86
898,1100.98
899,1093.74
900,1079.38
901,1080
902,1062.6
903,1103.48
904,1090.38
905,1072.38
906,1086.2
907,1040.56
908,1084.98
909,1075.98
910,1068.72
911,1111.28
912,1078.72
913,1080.52
914,1110.94
915,1065
916,1123.22
917,1079.76
918,1079.04
919,1101.56
920,1052.76
921,1074.64
922,1071.56
923,1065.9
924,1088.2
925,1026.52
926,1050.84
927,1132
928,1098.68
929,1052.26
930,1030.42
931,1078.4
932,1059.14
933,1085.24
934,1094.12
935,1079.66
936,1051.66
937,1077.7
938,1071.6
939,1089.32
940,1118.6
941,1087.44
942,1084.28
943,1075.7
944,1059.4
945,1088.86
946,1069.12
947,1110.76
948,1109.02
949,1065.58
950,1057.52
951,1050.78
952,1058.34
953,1087.46
954,1081.6
955,1052.72
956,1056.38
957,1094.06
958,1086.2
959,1058.72
960,1107.42
961,1096.34
962,1090.94
963,1086.22
964,1074.98
965,1055.04
966,1060.28
967,1111.62
968,1096.24
969,1114.04
970,1075.14
971,1076.18
972,1087.36
973,1063.2
974,1096.12
975,1052.7
976,1066.12
977,1128.86
978,1076.12
979,1132.26
980,1093.4
981,1092.7
982,1104.54
983,1084.22
984,1083.94
985,1073.08
986,1073.92
987,1085.02
988,1068.86
989,1098.76
990,1062.62
991,1026.82
992,1074.48
993,1086.3
994,1122.26
995,1051.24
996,1091.76
997,1022.46
998,1081.12
999,1099.88
1000,1078.08
1001,1068.94
1002,1081.06
1003,1093.3
1004,1116.38
1005,1067.24
1006,1081.92
1007,1111.74
1008,1062.9
1009,1103.82
1010,1045.14
1011,1090.5
1012,1064
1013,1044.2
1014,1059.88
1015,1049.46
1016,1093.42
1017,1084.8
1018,1124.16
1019,1099.84
1020,1060.64
1021,1118.38
1022,1047.48
1023,1067.14
1024,1059.68
1025,1066.44
1026,1079.14
1027,1065.56
1028,1084.38
1029,1064.16
1030,1089.28
1031,1074.34
1032,1049.54
1033,1056.84
1034,1051.1
1035,1080.86
1036,1074.84
1037,1078.1
1038,1033.4
1039,1122.96
1040,1126.92
1041,1111.22
1042,1094.7
1043,1105.06
1044,1037.78
1045,1077.02
1046,1122.2
1047,1027.6
1048,1084.3
1049,1070.18
1050,1101.78
1051,1052.96
1052,1027.58
1053,1094.68
1054,1110.8
1055,1069.84
1056,1041.78
1057,1077.5
1058,1093
1059,1053.14
1060,1080.26
1061,1030.62
1062,1064.86
1063,1114.34
1064,1029.1
1065,1090.06
1066,1054.42
1067,1082.86
1068,1086.12
1069,1044.96
1070,1047.7
1071,1094.52
1072,1058.58
1073,1086.58
1074,1076.88
1075,1061.6
1076,1046.36
1077,1036.92
1078,1069.14
1079,1079.8
1080,1038.74
1081,1104.84
1082,1108.02
1083,1095.98
1084,1049.94
1085,1118.24
1086,1108.2
1087,1100.1
1088,1054.04
1089,1081.88
1090,1076.82
1091,1086.72
1092,1088.84
1093,1084.34
1094,1062.66
1095,1128.02
1096,1093.82
1097,1110.98
1098,1110.36
1099,1073.76
1100,1087.96
1101,1105.44
1102,1054.5
1103,1113.96
1104,1070.84
1105,1076.02
1106,1025.74
1107,1128.18
1108,1091.66
1109,1068.92
1110,1086.7
1111,1071.58
1112,1081.02
1113,1089.5
1114,1075.26
1115,1083.9
1116,1060.74
1117,1005.22
1118,1078.2
1119,1094.96
1120,1010.32
1121,1092.32
1122,1098.36
1123,1095.96
1124,1081.24
1125,1087.96
1126,1079.64
1127,1049.18
1128,1098.5
1129,1037
1130,1024.96
1131,1087.6
1132,1052.5
1133,1034.74
1134,1056.78
1135,1062.14
1136,1066.5
1137,1078.24
1138,1067.4
1139,1071.24
1140,1062.48
1141,1042.38
1142,1047.48
1143,1039.1
1144,1089.24
1145,1051.5
1146,1094.78
1147,1020.8
1148,1089.8
1149,1058.2
1150,1090.02
1151,1043.86
1152,1097.62
1153,1107.88
1154,1020.62
1155,1076.14
1156,1069.06
1157,1046.66
1158,1061.2
1159,1076.56
1160,1055.18
1161,1091.54
1162,1056.3
1163,1099.9
1164,1056.86
1165,1084.28
1166,1068.74
1167,1114.64
1168,1039.44
1169,1065.2
1170,1080.76
1171,1085.36
1172,1038.54
1173,1029.92
1174,1048.86
1175,1089.4
1176,1091.3
1177,1084.76
1178,1063.68
1179,1036.8
1180,1056.52
1181,1014.04
1182,1115.2
1183,1039.52
1184,1047.56
1185,1084.66
1186,1021.46
1187,1064.42
1188,1046
1189,1084.42
1190,1089.08
1191,1064.38
1192,1107.98
1193,1076.32
1194,1058.38
1195,1071.82
1196,1046.18
1197,1031.24
1198,1083.04
1199,1090.98
1200,1115.06
1201,1093.56
1202,1118.24
1203,1095.78
1204,1087.24
1205,1105.08
1206,1092.28
1207,1097.34
1208,1088.14
1209,1079.66
1210,1023.36
1211,1071.88
1212,1055.36
1213,1045
1214,1080.56
1215,1047.02
1216,1118.62
1217,1028.56
1218,1035.66
1219,1076.2
1220,1105.9
1221,1066.26
1222,1051.48
1223,1081.12
1224,1052.44
1225,1041.16
1226,1047.7
1227,1056.82
1228,1058.74
1229,1108.1
1230,1070.98
1231,1075.48
1232,1071.92
1233,1075.06
1234,1093.64
1235,1046.26
1236,1066.74
1237,1051.32
1238,1040.1
1239,1066.44
1240,1065.36
1241,1105.68
1242,1086.14
1243,1069.8
1244,1056.34
1245,1110.72
1246,1083.64
1247,1044.96
1248,1073.92
1249,1085.16
1250,1097.82
1251,1065.18
1252,1064.98
1253,1066.42
1254,1048.78
1255,1085.94
1256,1094.4
1257,1077.7
1258,1064.6
1259,1048.88
1260,1081.4
1261,1106.84
1262,1042.18
1263,1078.26
1264,1049.08
1265,1084.66
1266,1071.32
1267,1055.34
1268,1100.48
1269,1062.4
1270,1096.98
1271,1072.02
1272,1090.02
1273,1044.16
1274,1081.26
1275,1069.46
1276,1086.52
1277,1064.48
1278,1051.52
1279,1091.64
1280,1094.44
1281,1028.42
1282,1059.48
1283,1100.82
1284,1083.36
1285,1085.92
1286,1048.78
1287,1041.32
1288,1128.62
1289,1099.34
1290,1071.38
1291,1026.42
1292,1071.52
1293,1080.64
1294,1053
1295,1028.16
1296,1065.16
1297,1126.72
1298,1088.1
1299,1098.2
1300,1126.46
1301,1061.94
1302,1060.08
1303,1049.38
1304,1044.16
1305,1069.6
1306,1089.16
1307,1052.96
1308,1067.44
1309,1068.74
1310,1077.62
1311,1052.48
1312,1068.9
1313,1075.38
1314,1055.68
1315,1070.96
1316,1000.96
1317,1121.84
1318,1044.3
1319,1087.78
1320,1134.16
1321,1020.62
1322,1064.34
1323,1052.92
1324,1087.22
1325,1086.66
1326,1030.24
1327,1073.18
1328,1057.84
1329,1064.26
1330,1064.12
1331,1085.12
1332,1077.88
1333,1063.22
1334,1115.78
1335,1073.28
1336,1070.34
1337,1076.72
1338,1026.14
1339,1124.98
1340,1044.04
1341,1084.92
1342,1105.6
1343,1110.24
1344,1081.98
1345,1092.18
1346,1078.38
1347,1037.46
1348,1070.48
1349,1063.22
1350,1084.26
1351,1060.62
1352,1113.18
1353,1022.7
1354,1073.26
1355,1087.62
1356,1095.34
1357,1104.82
1358,1090.48
1359,1048.52
1360,1101.48
1361,1063.02
1362,1056.82
1363,1047
1364,1075.24
1365,1077.92
1366,1083.62
1367,1053.88
1368,1094.72
1369,1107.6
1370,1037.96
1371,1100.82
1372,1069.92
1373,1064.16
1374,1075.4
1375,1086.04
1376,1069.16
1377,1088.72
1378,1119.82
1379,1134.72
1380,1046.8
1381,1062.2
1382,1105.72
1383,1046.28
1384,1055.12
1385,1024.16
1386,1066.28
1387,1089.72
1388,1135.24
1389,1030
1390,1048.54
1391,1091.3
1392,1078.6
1393,1029.12
1394,1057.84
1395,1053.9
1396,1074.72
1397,1077.76
1398,1088.42
1399,1080.42
1400,1103.18
1401,1097.6
1402,1075.88
1403,1049.16
1404,1069.74
1405,1111.2
1406,1113.3
1407,1022.62
1408,1065.06
1409,1074.22
1410,1085.7
1411,1083.4
1412,1037.7
1413,1096.24
1414,1100.64
1415,1041.08
1416,1087.12
1417,1081.36
1418,1069.56
1419,1031.2
1420,1116.7
1421,1101.8
1422,1115.22
1423,1086.66
1424,1068.72
1425,1076.94
1426,1048.78
1427,1037.68
1428,1024.5
1429,1044
1430,1083
1431,1022.18
1432,1096.2
1433,1079.12
1434,1080.5
1435,1093.66
1436,1075.76
1437,1074.6
1438,1055.02
1439,1043.82
1440,1055.94
1441,1046.68
1442,1048.78
1443,1063.22
1444,1071.58
1445,1066.54
1446,1081.12
1447,1040.24
1448,1075
1449,1055.32
1450,1104.38
1451,1093.44
1452,1124.62
1453,1047.5
1454,1037.92
1455,1094.88
1456,1050.18
1457,1036.72
1458,1079.14
1459,1072.34
1460,1062.78
1461,1045.8
1462,1083.34
1463,1094.8
1464,1046.72
1465,1090.98
1466,1056.26
1467,1071
1468,1043
1469,1078.22
1470,1122.38
1471,1091.8
1472,1075.64
1473,1017.42
1474,1069.98
1475,1085.06
1476,1084
1477,1096.48
1478,1055.36
1479,1045.28
1480,1101.68
1481,1085.56
1482,1085.08
1483,1079.04
1484,1084.28
1485,1063.3
1486,1082
1487,1048.7
1488,1061.4
1489,1103.72
1490,1068.46
1491,1100.76
1492,1076.52
1493,1079.84
1494,1077.84
1495,1014.64
1496,1058.72
1497,1059.16
1498,1077.26
1499,1060.78
1500,1024.76
1501,1075.46
1502,1096.8
1503,1089.44
1504,1038.74
1505,1114.7
1506,1036.46
1507,1066.68
1508,1047.78
1509,1126.88
1510,1087
1511,1058.24
1512,1105.98
1513,1042.74
1514,1032.92
1515,1111.44
1516,1053.7
1517,1076.44
1518,1046.04
1519,1078.46
1520,1077.68
1521,1076.96
1522,1024.22
1523,1056.44
1524,1051.3
1525,1081.54
1526,1120.66
1527,1043.92
1528,1047.96
1529,1102.18
1530,1066.28
1531,1063.42
1532,1112.14
1533,1032.52
1534,1069.5
1535,1057.46
1536,1111.16
1537,1080.38
1538,1024.4
1539,1053.74
1540,1031.8
1541,1086.06
1542,1098.54
1543,1097.16
1544,1062
1545,1044.86
1546,1085.48
1547,1053.08
1548,1095.7
1549,1047.82
1550,1132.66
1551,1093.46
1552,1047.92
1553,1067.06
1554,1089.8
1555,1025.2
1556,1030.02
1557,1060.52
1558,1066.08
1559,1084.02
1560,1095.12
1561,1081.62
1562,1056.24
1563,1053.48
1564,1074.76
1565,1086.6
1566,1045.08
1567,1077.38
1568,1097.54
1569,1051.26
1570,1047.8
1571,1088.14
1572,1071.66
1573,1070.52
1574,1066.86
1575,1016.44
1576,1098.68
1577,1053.18
1578,1109.74
1579,1117.28
1580,1083.7
1581,1079.3
1582,1055.1
1583,1069.44
1584,1086.16
1585,1060.9
1586,1077.18
1587,1057.26
1588,1048.1
1589,1063.2
1590,1052.46
1591,1092.98
1592,1064.02
1593,1107.54
1594,1061.34
1595,1079.84
1596,1058.42
1597,1077.42
1598,1064.96
1599,1076.36
1600,1057.6
1601,1115.06
1602,1027.76
1603,1093.72
1604,1074.54
1605,1060.06
1606,1045.7
1607,1061.4
1608,1052.22
1609,1093.16
1610,1111.14
1611,1095.84
1612,1033.34
1613,1122.9
1614,1058.06
1615,1084.26
1616,1094.46
1617,1040.12
1618,1089.3
1619,1086.3
1620,1026.3
1621,1067.62
1622,1072.54
1623,1060.18
1624,1045.96
1625,1054.64
1626,1071.96
1627,1050.4
1628,1032.72
1629,1038.16
1630,1050.86
1631,1058.8
1632,1093.06
1633,1070.28
1634,1037.76
1635,1053.06
1636,1064.8
1637,1033.56
1638,1063.34
1639,1073.3
1640,1058.94
1641,1071.88
1642,1090.56
1643,1090.48
1644,1114.3
1645,1101.9
1646,1065.9
1647,1068.84
1648,1063.46
1649,1079.24
1650,1101.76
1651,1109.92
1652,1081.88
1653,1082.08
1654,1075.34
1655,1065.44
1656,1074.68
1657,1059.92
1658,1073.98
1659,1079.94
1660,1095.52
1661,1066
1662,1078.42
1663,1015.3
1664,1031.08
1665,1068.12
1666,1085.86
1667,1097.52
1668,1044.46
1669,1047.84
1670,1051
1671,1102.56
1672,1115.94
1673,1094.68
1674,1103.12
1675,1064.94
1676,1049.94
1677,1053.84
1678,1035.48
1679,1065.14
1680,1084.66
1681,1036.62
1682,1060
1683,1098.32
1684,1078.3
1685,1104.12
1686,1084.1
1687,1100.92
1688,1067.62
1689,1066.84
1690,1048.1
1691,1087.54
1692,1076.56
1693,1054.28
1694,1082.72
1695,1038.42
1696,1040.08
1697,1046.54
1698,1069.84
1699,1075.24
1700,1074.36
1701,1094
1702,1026.16
1703,1087.54
1704,1039.62
1705,1080.24
1706,1081.16
1707,1087.96
1708,1068.86
1709,1034.46
1710,1059.54
1711,1034.74
1712,1076.82
1713,1044.04
1714,1118.12
1715,1087.12
1716,1039.96
1717,1050
1718,1050.26
1719,1118.28
1720,1062.68
1721,1034.72
1722,1066.88
1723,1088.02
1724,1068.12
1725,1063.46
1726,1046.92
1727,1097.16
1728,1079.76
1729,1064.94
1730,1109.76
1731,1082.34
1732,1074.24
1733,1105.74
1734,1051.46
1735,1054.44
1736,1063.74
1737,1068.54
1738,1071.8
1739,1038.32
1740,1091.36
1741,1043.58
1742,1068.08
1743,1095.74
1744,1131.66
1745,1061.54
1746,1071.46
1747,1087.12
1748,1044.64
1749,1026.58
1750,1046.86
1751,1046.36
1752,1052
1753,1084.54
1754,1059.88
1755,1094.7
1756,1077.94
1757,1067.38
1758,1061.42
1759,1055.1
1760,1029.16
1761,1097.26
1762,1050.64
1763,1025.86
1764,1104.6
1765,1079.28
1766,1047.1
1767,1053.54
1768,1046.7
1769,1048.34
1770,1073.58
1771,1048.38
1772,1063.76
1773,1072.48
1774,1052.6
1775,1052.08
1776,1054.38
1777,1078.36
1778,1095.76
1779,1060.86
1780,1041.32
1781,1075.4
1782,1094.04
1783,1115.62
1784,1089.78
1785,1067.64
1786,1100.22
1787,1050.74
1788,1095.26
1789,1093.64
1790,1099.42
1791,1052.32
1792,1064.94
1793,1096.1
1794,1051.02
1795,1110.8
1796,1082.1
1797,1078.54
1798,1088.52
1799,1109.2
1800,1037.32
1801,1047.56
1802,1036.72
1803,1031.12
1804,1072.4
1805,1051.92
1806,1059.26
1807,1032.4
1808,1047.04
1809,1050.48
1810,1034.9
1811,1071
1812,1079.94
1813,1098.42
1814,1095.82
1815,1076.8
1816,1097.62
1817,1081.68
1818,1061.26
1819,1095.38
1820,1078.2
1821,1097.14
1822,1045.38
1823,1067.14
1824,1097.84
1825,1081.12
1826,1047.48
1827,1074.4
1828,1097.82
1829,1064.24
1830,1080.8
1831,1007.9
1832,1082.54
1833,1040.16
1834,1086.88
1835,1074.48
1836,1034.76
1837,1045.08
1838,1078.02
1839,1063.6
1840,1039.44
1841,1120.66
1842,1035.64
1843,1096.9
1844,1062
1845,1047.54
1846,1098.48
1847,1063.18
1848,1087.08
1849,1055.04
1850,1070.78
1851,1074.68
1852,1053.46
1853,1069.92
1854,1060.72
1855,1051.02
1856,1055.2
1857,1084.96
1858,1074.26
1859,1090.3
1860,1070.08
1861,1044.64
1862,1052.56
1863,1103.32
1864,1087.24
1865,1069.74
1866,1053.64
1867,1058.22
1868,1080.2
1869,1047.58
1870,1077.22
1871,1084.7
1872,1034.36
1873,1013.76
1874,1100.04
1875,1108.12
1876,1074.28
1877,1098.2
1878,1040.3
1879,1075.3
1880,1088.92
1881,1016.08
